# REFERENCE ONLY - do NOT pass this file to Invoke-QuotaRecon.ps1.
# Regenerate with tools/New-QRReferences.ps1 whenever Azure ships new SKUs.
# Source: GET /providers/Microsoft.Compute/skus?api-version=2021-07-01
# FamilyKey is what you would type in templates/skus.csv to hit a family;
# Size is what you would type to hit a specific size.
"Family","FamilyKey","Size","vCPUs","MemoryGB","RegionsOffered"
"standardDLDSv5Family","dldsv5","Standard_D16lds_v5","16","32","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D2lds_v5","2","4","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D32lds_v5","32","64","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D48lds_v5","48","96","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D4lds_v5","4","8","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D64lds_v5","64","128","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D8lds_v5","8","16","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLDSv5Family","dldsv5","Standard_D96lds_v5","96","192","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D128lds_v6","128","256","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D16lds_v6","16","32","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D2lds_v6","2","4","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D32lds_v6","32","64","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D48lds_v6","48","96","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D4lds_v6","4","8","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D64lds_v6","64","128","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D8lds_v6","8","16","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv6Family","dldsv6","Standard_D96lds_v6","96","192","australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,KoreaCentral,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,northeurope,NorwayEast,NorwayWest,PolandCentral,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,southeastasia,SoutheastUS3,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,UAECentral,UAENorth,uksouth,ukwest,westcentralus,westeurope,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D128lds_v7","128","256","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D16lds_v7","16","32","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D192lds_v7","192","384","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D248lds_v7","248","496","centralus,eastus,eastus2,GermanyWestCentral,southcentralus,SwedenCentral,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D2lds_v7","2","4","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D32lds_v7","32","64","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D48lds_v7","48","96","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D4lds_v7","4","8","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D64lds_v7","64","128","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D8lds_v7","8","16","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"StandardDldsv7Family","dldsv7","Standard_D96lds_v7","96","192","centralus,eastus,eastus2,GermanyWestCentral,northcentralus,southcentralus,SwedenCentral,uksouth,westus,westus2,WestUS3"
"standardDLSv5Family","dlsv5","Standard_D16ls_v5","16","32","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLSv5Family","dlsv5","Standard_D2ls_v5","2","4","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLSv5Family","dlsv5","Standard_D32ls_v5","32","64","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLSv5Family","dlsv5","Standard_D48ls_v5","48","96","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardDLSv5Family","dlsv5","Standard_D4ls_v5","4","8","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
